Origin,Destination,Mode,Distance (m),Duration (s),Traffic Duration (s),Timestamp,TTR,Day_Type,Temporal_Block,Day_Label ,Segment ,
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,206,"2/17/2026, 2:30:56 PM",0.971698113,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5029,564,560,"2/17/2026, 2:30:56 PM",0.992907801,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,487,"2/17/2026, 2:45:56 PM",1,Normal Week,Midday Plateau,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,424,"2/17/2026, 2:45:56 PM",0.933920705,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,296,"2/17/2026, 2:45:56 PM",0.945686901,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,420,"2/17/2026, 2:45:56 PM",1.09947644,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,240,"2/17/2026, 2:45:56 PM",1.012658228,Normal Week,Midday Plateau,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,590,"2/17/2026, 2:45:56 PM",0.986622074,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,240,"2/17/2026, 2:45:56 PM",1.025641026,Normal Week,Midday Plateau,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,726,"2/17/2026, 2:45:56 PM",0.961589404,Normal Week,Midday Plateau,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,210,"2/17/2026, 2:45:56 PM",0.967741935,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,269,"2/17/2026, 2:45:56 PM",1.139830508,Normal Week,Midday Plateau,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,176,"2/17/2026, 2:45:56 PM",1.011494253,Normal Week,Midday Plateau,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,187,"2/17/2026, 2:45:56 PM",1.133333333,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,301,"2/17/2026, 2:45:56 PM",1.034364261,Normal Week,Midday Plateau,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,541,"2/17/2026, 2:45:56 PM",0.987226277,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,255,"2/17/2026, 2:45:56 PM",0.9375,Normal Week,Midday Plateau,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,240,"2/17/2026, 2:45:56 PM",0.94488189,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,326,"2/17/2026, 2:45:56 PM",0.936781609,Normal Week,Midday Plateau,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,203,"2/17/2026, 2:45:56 PM",0.95754717,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,587,"2/17/2026, 2:45:56 PM",0.99829932,Normal Week,Midday Plateau,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,486,"2/17/2026, 3:00:56 PM",0.997946612,Normal Week,Afternoon School Rush,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,439,"2/17/2026, 3:00:56 PM",0.966960352,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,297,"2/17/2026, 3:00:56 PM",0.948881789,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,412,"2/17/2026, 3:00:56 PM",1.078534031,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,242,"2/17/2026, 3:00:56 PM",1.021097046,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,603,"2/17/2026, 3:00:56 PM",1.008361204,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,251,"2/17/2026, 3:00:56 PM",1.072649573,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,746,"2/17/2026, 3:00:56 PM",0.98807947,Normal Week,Afternoon School Rush,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,206,"2/17/2026, 3:00:56 PM",0.949308756,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,268,"2/17/2026, 3:00:56 PM",1.13559322,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,166,"2/17/2026, 3:00:56 PM",0.954022989,Normal Week,Afternoon School Rush,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,179,"2/17/2026, 3:00:56 PM",1.084848485,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,317,"2/17/2026, 3:00:56 PM",1.093103448,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,533,"2/17/2026, 3:00:56 PM",0.972627737,Normal Week,Afternoon School Rush,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,259,"2/17/2026, 3:00:56 PM",0.952205882,Normal Week,Afternoon School Rush,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,241,"2/17/2026, 3:00:56 PM",0.948818898,Normal Week,Afternoon School Rush,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,324,"2/17/2026, 3:00:56 PM",0.931034483,Normal Week,Afternoon School Rush,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,208,"2/17/2026, 3:00:56 PM",0.981132075,Normal Week,Afternoon School Rush,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5029,564,550,"2/17/2026, 3:00:56 PM",0.975177305,Normal Week,Afternoon School Rush,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,488,"2/17/2026, 3:15:56 PM",1.002053388,Normal Week,Afternoon School Rush,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,433,"2/17/2026, 3:15:56 PM",0.953744493,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,297,"2/17/2026, 3:15:56 PM",0.948881789,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,409,"2/17/2026, 3:15:56 PM",1.070680628,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,241,"2/17/2026, 3:15:56 PM",1.016877637,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,596,"2/17/2026, 3:15:56 PM",0.996655518,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,249,"2/17/2026, 3:15:56 PM",1.064102564,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,716,"2/17/2026, 3:15:56 PM",0.948344371,Normal Week,Afternoon School Rush,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,203,"2/17/2026, 3:15:56 PM",0.935483871,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,277,"2/17/2026, 3:15:56 PM",1.173728814,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,167,"2/17/2026, 3:15:56 PM",0.959770115,Normal Week,Afternoon School Rush,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,175,"2/17/2026, 3:15:56 PM",1.060606061,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1756,291,296,"2/17/2026, 3:15:56 PM",1.017182131,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,533,"2/17/2026, 3:15:56 PM",0.972627737,Normal Week,Afternoon School Rush,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,257,"2/17/2026, 3:15:56 PM",0.944852941,Normal Week,Afternoon School Rush,Normal Week,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,241,"2/17/2026, 3:15:56 PM",0.948818898,Normal Week,Afternoon School Rush,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,326,"2/17/2026, 3:15:56 PM",0.936781609,Normal Week,Afternoon School Rush,Normal Week,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1345,201,198,"2/17/2026, 3:15:56 PM",0.985074627,Normal Week,Afternoon School Rush,Normal Week,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,578,"2/17/2026, 3:15:56 PM",0.982993197,Normal Week,Afternoon School Rush,Normal Week,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,489,"2/17/2026, 3:30:56 PM",1.004106776,Normal Week,Afternoon School Rush,Normal Week,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,433,"2/17/2026, 3:30:56 PM",0.953744493,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,297,"2/17/2026, 3:30:56 PM",0.948881789,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,437,"2/17/2026, 3:30:56 PM",1.143979058,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,237,"2/17/2026, 3:30:56 PM",1,Normal Week,Afternoon School Rush,Normal Week,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,582,"2/17/2026, 3:30:56 PM",0.973244147,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,238,"2/17/2026, 3:30:56 PM",1.017094017,Normal Week,Afternoon School Rush,Normal Week,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6539,755,717,"2/17/2026, 3:30:56 PM",0.949668874,Normal Week,Afternoon School Rush,Normal Week,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,210,"2/17/2026, 3:30:56 PM",0.967741935,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,262,"2/17/2026, 3:30:56 PM",1.110169492,Normal Week,Afternoon School Rush,Normal Week,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,165,"2/17/2026, 3:30:56 PM",0.948275862,Normal Week,Afternoon School Rush,Normal Week,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,171,"2/17/2026, 3:30:56 PM",1.036363636,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,305,"2/17/2026, 3:30:56 PM",1.051724138,Normal Week,Afternoon School Rush,Normal Week,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,528,"2/17/2026, 3:30:56 PM",0.96350365,Normal Week,Afternoon School Rush,Normal Week,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
